0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
577,LT NOIDA OU,CWH-LGN,LWA,RSM4,Lucknow,149832,SPENCER'S RETAIL LIMITED,LT_RETAIL_DEALER,D,,6971005144,Dom Retail Sales-LGN,Normal,,INV,Domestic,Dom Invoice LGN,206972116745,31-DEC-2019,INR,14419254,LIGHTING,LT-RTL,LT-RTL,TUBELIGHT - LED,T8 RETROFIT PCPC TUBE,TARA,LT4F20WLEDT8/WDR/WW,LED TUBE T8 20W WARM WHITE,100,,,,,,,,,1444,1444.E110001.999999.99999.999,Cost of Goods Sold,100,0,0,0,12500,539864843,,,206972116745,19000,
